RetTime,Area,Amt/Area,Amount,Filename,ImageName
1.434,-,-,-,N2_20250122_1248PM_SSLNNO2_20250121-1100AM-SMPL,IMG_20250122_160648
1.434,-,-,-,N20_20250122_1248PM_SSLNNO3-20250121-1100AM-SMPL,IMG_20250122_161000
1.434,-,-,-,N2O_20250122_1248PM_SSNNO3-20250121-1100AM-SMPL,IMG_20250122_161252
1.434,-,-,-,N20_20250122_1248PM_SSNNO2-20250121-1100AM-SMPL,IMG_20250122_161547
1.434,-,-,-,N20_20250122_1248PM_SNNNO1-20250121-1100AM-SMPL,IMG_20250122_161835
1.434,-,-,-,N20_20250122_1248PM_SSLNWO3-20250121-1100AM-SMPL,IMG_20250122_162213
1.434,-,-,-,N2_20250122_1248PM_SSLNWO2_20250121_1100AM-SMPL,IMG_20250122_162513
1.434,-,-,-,N20_20250122_1248PM_SSLNWO1-20250121-1100AM-SAMPL,IMG_20250122_162756
1.461,70610.7,0.00000142279,0.100464,N2_20250125_325PM_100N200AR-CALCURVE,IMG_20250125_155119
1.458,28225.7,0.00000142279,0.0401594,N20_20250125_325PM_40N2060AR-CALCURVE,IMG_20250125_155753
1.456,15534.4,0.00000142279,0.0221022,N20_20250125_325PM_25N2075AR-CALCURVE,IMG_20250125_160342
1.455,5757.08545,0.00000142279,0.00819115,N20_20250125_325PM_10N2090AR-CALCURVE,IMG_20250125_160654
1.453,3877.34204,0.00000142279,0.00551666,N20_20250125_325PM_SN2095AR-CALCURVE,IMG_20250125_161004
1.446, -, -, -, N2O_20250125_325PM_0N20100AR-CALCURVE,IMG_20250125_161333
1.446,-,-,-,N2O_20250125_325PM_C1-20250121-1100AM-CTRL,IMG_20250125_161852
1.446, -, -, -, N20_20250125_325PM_COLNNO1-20250121-1100AM-SMPL,IMG_20250125_162910
1.446,-,-,-,N20_20250125_325PM_COLNNO2-20250121-1100AM-SMPL,IMG_20250125_163216
1.446,-,-,-,N20_20250125_325PM_COLNNO3_20250121-1100AM-SMPL,IMG_20250125_163504
1.446, -, -, -, N2_20250125_325PM_CONNNO1-20250121-1100AM-SMPI,IMG_20250125_163812
1.446,--,--,N2O,N20_20250125_325PM_CONNNO2-20250121-1100AM-SMPL,IMG_20250125_164111
1.446,--,--,--,N20_20250125_325PM_CONNNO3-20250121-1100AM-SAMPL,IMG_20250125_164357
1.446,--,--,--,N20_20250125_325PM_COLNWO1-20250121-1100AM-SMPL,IMG_20250125_164656
1.446,-,-,-,N20_20250125_325PM_COLNWO2_20250121-1100AM-SMPL,IMG_20250125_164931
1.446, -, -, -, N20_20250125_325PM_COLNW03-20250121-1100AM-SMPL,IMG_20250125_165321
1.441,4293.86963,0.00000142279,0.00610929,N20_20250125_325PM_SALNNO1-20250121-1100AM-SMPL,IMG_20250125_165625
1.441,2288.06445,0.00000142279,0.00325544,N20_20250125_325PM_SALNNO2-20250121-1100AM-SMPL,IMG_20250125_165919
1.439,68699.5,0.00000142279,0.0977452,N20_20250125_325PM_SALNNO3-20250121-1100AM-SMPL,IMG_20250125_170219
1.439,11946.4,0.00000142279,0.0169972,N20_20250125_325PM_SANNNO1_20250121-1100AM-SMPL,IMG_20250125_170522
1.438,25986.6,0.00000142279,0.0369651,N2O_20250125_325PM_SANNNO2-20250121-1100AM-SMPL,IMG_20250125_170811
1.438,24132.9,0.000001422279,0.0343362,N20_20250125_325PM_SANNNO3-20250121-1100AM-SMPL,IMG_20250125_171122
1.438,1255.77136,0.00000142279,0.0017867,N20_20250125_325PM_SALNWO1-20250121-1100AM-SMPL,IMG_20250125_171411
1.437,2513.70972,0.00000142279,0.00357649,N20_20250125_325PM_SALNWO2-20250121-1100AM-SMPL,IMG_20250125_171644
1.437,5628.62451,0.00000142279,0.00800837,N20_20250125_325PM_SALNWO3-20250121-1100AM-SMPL,IMG_20250125_172131
1.436,3891.45166,0.00000142279,0.00553678, N20_20250125_325PM_SHLNNO1-20250121-1100AM-SMPL,IMG_20250125_172445
1.436,3651.50635,0.00000142279,0.00519534,N20_20250125_325PM_SHLNNO2-20250121-1100AM-SMPL,IMG_20250125_172733
1.435,3069.80005,0.00000142279,0.00436769,N20_20250125_325PM_SHLNNO3-20250121-1100AM-SMPL,IMG_20250125_173025
1.435,3260.6626,0.00000142279,0.00463925,N20_20250125_325PM_SHNNNO1-20250121-1100AM-SMPL,IMG_20250125_173324
1.434,3337.76709,0.00000142279,0.00474895,N20_20250125_325PM_SHNNNO2_20250121-1100AM-SMPL,IMG_20250125_173617
1.434,2596.06689,0.00000142279,0.00369367,N20_20250125_325PM_SHNNNO3-20250121-1100AM-SMPL,IMG_20250125_173908
1.434,1045.81372,0.00000142279,0.00148798,N20_20250125_325PM_SHLNWO1-20250121-1100AM-SMPL,IMG_20250125_174811
1.434,2210.50684,0.00000142279,0.0031451,N20_20250125_325PM_SHLNWO2_20250121-1100AM-SMPL,IMG_20250125_174846
1.434,1395.30701,0.00000142279,0.00198523,N20_20250125_325PM_SHLNWO3-20250121-1100AM-SMPL,IMG_20250125_174900
1.433,3103.29346,0.00000142279,0.00441535,N2O_20250125_325PM_SSLNNO1-20250121-1100AM-SMPL,IMG_20250125_175229
1.432,4393.47559,0.00000142279,0.00625101,N2O_20250125_325PM_SSLNNO2-20250121-1100AM-SMPL,IMG_20250125_175535
1.432,6575.67432,0.00000142279,0.00935583,N20_20250125_325PM_SSLNNO3-20250121-1100AM-SMPL,IMG_20250125_175821
1.431,3255.44946,0.00000142279,0.00463183,N20_20250125_325PM_SSNNNO1-20250121-1100AM-SMPL,IMG_20250125_180122
1.431,4531.95557,0.00000142279,0.00644804,N20_20250125_325PM_SSNNNO2-20250121-1100AM-SMPL,IMG_20250125_180417
1.431,4601.88088,0.00000142279,0.00654639,N20_20250125_325PM_SSNNNO3-20250121-1100AM-SAMPL,IMG_20250125_180708
1.43,4316.60693,0.00000142279,0.00614164,N2O_20250125_325PM_SSLNWO1-20250121-1100AM-SMPL,IMG_20250125_181543
1.429,4455.90674,0.00000142279,0.00633984,N2O_20250125_325PM_SSLNWO2-20250121-1100AM-SMPL,IMG_20250125_181607
1.429,5585.74756,0.00000142279,0.00794737,N20_20250125_325PM_SSLNWO3-20250121-1100AM-SMPL,IMG_20250125_181647
