Summary,,,,,,,
,,,,,,,
Sequence Details,,,,,,,
Name:,,Exp2-D50-Anions-20250819,,,Created On:,23-Jun-21 12:28:18,
36,Exp2-D50_20250916-1230H_CL3,6.280,0.325,2.115,9.630,0.31,BMB*
37,Exp2-D50_20250916-1230H_STD-BLANK,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
38,Exp2-D46_20250916-1230H_SH2_PT,6.253,4.121,22.239,50.644,3.08,BM *
39,Exp2-D46_20250916-1230H_SH3_PT,6.240,3.974,20.885,49.053,3.02,BM *
40,Exp2-D46_20250916-1230H_SS1_PT,6.260,2.897,15.769,37.417,2.46,BM *
41,Exp2-D46_20250916-1230H_SS2_PT,6.270,1.645,9.018,23.886,1.40,BM *
42,Exp2-D46_20250916-1230H_SS3_PT,6.260,3.769,20.017,46.839,3.13,BM *
43,Exp2-D50_20250916-1230H_STD-BLANK,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
44,PW-A100_20250916,5.737,0.119,0.485,7.408,0.13, MB
45,PW-D100_20250916,5.713,0.198,0.883,8.255,0.17, MB
46,PW-F100_20250916,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
47,PW-A10_20250916,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
48,PW-D10_20250916,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
49,PW-F10_20250916,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
50,Exp2-D50_20250916-1230H_STD-BLANK,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
51,Exp2-D56_20250916-1230H_SA1,6.277,0.300,1.825,9.363,0.33,BMB*
52,Exp2-D56_20250916-1230H_SH1,6.277,0.214,1.267,8.430,0.44,BMB*
53,Exp2-D56_20250916-1230H_SS1,6.277,2.031,8.362,28.064,2.08,BMB
54,Exp2-D56_20250916-1230H_CO1,6.263,3.208,14.684,40.782,2.88,BMB
55,Exp2-D56_20250916-1230H_CL1,6.277,0.271,1.566,9.046,0.29,BMB*
56,Exp2-D56_20250916-1230H_SA2,6.273,0.179,1.061,8.052,0.35,BMB*
57,Exp2-D56_20250916-1230H_SH2,6.270,0.628,3.398,12.898,1.61,BM 
58,Exp2-D56_20250916-1230H_SS2,6.267,1.859,7.638,26.203,2.03,BMB
59,Exp2-D56_20250916-1230H_CO2,6.270,1.970,9.067,27.399,3.03,BMB
60,Exp2-D56_20250916-1230H_CL2,6.280,0.242,1.476,8.729,0.26,BMB*
61,Exp2-D56_20250916-1230H_SA3,6.273,0.137,0.826,7.597,0.33,BMB*
62,Exp2-D56_20250916-1230H_SH3,6.273,0.794,4.316,14.700,1.61,BMB
63,Exp2-D56_20250916-1230H_SS3,6.267,2.020,8.348,27.943,2.09,BMB
64,Exp2-D56_20250916-1230H_CO3,6.260,3.409,15.643,42.953,3.17,BMB
65,Exp2-D56_20250916-1230H_CL3,6.270,0.128,0.741,7.507,0.31,BMB*
66,Exp2-D65_20250916-1230H_SA1,6.277,0.237,1.524,8.676,0.22,BMB*
67,Exp2-D65_20250916-1230H_SH1,6.277,0.028,0.273,6.421,0.02,BMB*
68,Exp2-D65_20250916-1230H_SS1,6.267,1.638,5.974,23.813,1.49,BMB
69,Exp2-D65_20250916-1230H_CO1,6.267,2.424,10.892,32.309,2.05,BMB
70,Exp2-D65_20250916-1230H_CL1,6.277,0.180,1.279,8.068,0.17,BMB*
71,Exp2-D65_20250916-1230H_SA2,6.277,0.175,1.287,8.007,0.16,BMB*
72,Exp2-D65_20250916-1230H_SH2,6.263,0.436,2.111,10.829,0.37,BMB*
73,Exp2-D65_20250916-1230H_SS2,6.270,1.589,5.805,23.287,1.45,BMB
74,Exp2-D65_20250916-1230H_CO2,6.260,2.982,13.550,38.332,2.51,BMB
75,Exp2-D65_20250916-1230H_CL2,6.273,0.179,1.274,8.057,0.17,BMB*
76,Exp2-D65_20250916-1230H_SA3,6.277,0.173,1.287,7.988,0.16,BMB*
77,Exp2-D65_20250916-1230H_SH3,6.270,0.385,2.925,10.282,0.33,BMB*
78,Exp2-D65_20250916-1230H_SS3,6.273,1.644,6.108,23.881,1.49,BMB
79,Exp2-D65_20250916-1230H_CO3,6.257,3.002,13.623,38.553,2.52,BMB
80,Exp2-D65_20250916-1230H_CL3,6.273,0.180,1.274,8.064,0.17,BMB*
81,Exp2-D73_20250916-1230H_SA1,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
82,Exp2-D73_20250916-1230H_SH1,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
83,Exp2-D73_20250916-1230H_SS1,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
84,Exp2-D73_20250916-1230H_CO1,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
85,Exp2-D73_20250916-1230H_CL1,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
86,Exp2-D73_20250916-1230H_SA2,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
87,Exp2-D73_20250916-1230H_SH2,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
88,Exp2-D73_20250916-1230H_SS2,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
89,Exp2-D73_20250916-1230H_CO2,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
90,Exp2-D73_20250916-1230H_CL2,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
91,Exp2-D73_20250916-1230H_SA3,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
92,Exp2-D73_20250916-1230H_SH3,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
93,Exp2-D73_20250916-1230H_SS3,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
94,Exp2-D73_20250916-1230H_CO3,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
95,Exp2-D73_20250916-1230H_CL3,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
96,Exp2-D78_20250916-1230H_SA1,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
97,Exp2-D78_20250916-1230H_SH1,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
98,Exp2-D78_20250916-1230H_SS1,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
99,Exp2-D78_20250916-1230H_CO1,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
100,Exp2-D78_20250916-1230H_CL1,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
101,Exp2-D78_20250916-1230H_SA2,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
102,Exp2-D78_20250916-1230H_SH2,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
103,Exp2-D78_20250916-1230H_SS2,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
104,Exp2-D78_20250916-1230H_CO2,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
105,Exp2-D78_20250916-1230H_CL2,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
106,Exp2-D78_20250916-1230H_SA3,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
107,Exp2-D78_20250916-1230H_SH3,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
108,Exp2-D78_20250916-1230H_SS3,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
109,Exp2-D78_20250916-1230H_CO3,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
110,Exp2-D78_20250916-1230H_CL3,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
