RetTime,Area,Amt/Area,Amount,Filename,ImageName
1.443,-,-,,N2O_20250123_1045AM_SHNNNO2-20250121-1100AM-SMPL,20250123_194644806_iOS
1.443,-,-,,N20_20250123_1045AM_SHNNNO3-20250121-1100AM-SMPL,20250123_194929318_iOS
1.443,-,--,0,N2O_20250123_1045AM_SHLNWO1-20250121-1100AM-SMPL,20250123_195216786_iOS
1.443,-,-,-,N2O_20250123_1045AM_SHLNWO2-20250121-1100AM-SMPL,20250123_195457870_iOS
1.443, - , - , - ,N2O_20250123_1045AM_SHLNWO3-20250121-1100AM-SMPL,20250123_195739699_iOS
1.443, --, --, --, N20_20250123_1045AM_SSLNNO1-20250121-1100AM-SMPL,20250123_200047296_iOS
1.418,-,-,0, N20_20250123_1045AM_SSLNNO2-20250121-1100AM-SMPL,20250123_200339625_iOS
1.443,230.38358,0.00000148889,0.000343016, N20_20250123_1045AM_SSLNNO3-20250121-1100AM-SMPL,20250123_200615987_iOS
,,,, N20_20250123_1045AM_SSNNNO1-20250121-1100AM-SMPL,
,,,, N20_20250123_1045AM_SSNNNO2-20250121-1100AM-SMPL,
1.413, -, -, -, N20_20250123_1045AM_SSNNNO3-20250121-1100AM-SMPL,20250123_201419943_iOS
1.417,161.42232,0.00000148889,0.00024034,N20_20250123_1045AM_SSLNWO1-20250121-1100AM-SMPL,20250123_201706610_iOS
1.416,253.43155,0.00000148889,0.000377332,N20_20250123_1045AM_SSLNWO2-20250121-1100AM-SMPL,20250123_201950932_iOS
1.446,289.68457,0.00000148889,0.000431309,N2O_20250123_1045AM_SSLNWO3-20250121-1100AM-SMPL,20250123_202246190_iOS
1.446,70987.1,0.00000148889,0.105692,CALIBRATION_PRE_N2O20250124_1240PM,20250124_195321726_iOS
1.444,70987.1,0.00000148889,0.105692,CALIBRATION_PRE_N2025020124_1240PM,20250124_195322299_iOS
1.443,70302.4,0.00000142279,0.100026,CALIBRATION_POST_N2020250124_1240PM,20250124_195857870_iOS
1.441,70007.4,0.00000142279,0.0996061,N20_20250124_1240PM_100N200AR-CALCURVE,20250124_200233332_iOS
1.44,27653.3,0.00000142279,0.039345,N20_20250124_1240PM_40N2O60AR-CALCURVE,20250124_200707904_iOS
1.439,16000,0.0142279,0.0227647,N2O_202502124_1240PM_25N2075AR-CALCURVE,20250124_201044093_iOS
1.439,5684.68115,0.000001422796,0.00808813,N2O_20250124_1240PM_10N2090AR-CALCURVE,20250124_201335690_iOS
1.446,4062.47925,0.00000142279,0.0057807,N2O_20250124_1240PM_5N209SAR-CALCURVE,20250124_201625441_iOS
1.446,-,-,-,N2O_20250124_1240PM_0N20100AR-CALCURVE,20250124_201915242_iOS
1.446,-,-,-,N2O_20250124_1240PM_C1-20250121-1100AM-CTRL,20250124_202239666_iOS
1.446,-,-,0,N2O_20250124_1240PM_COLNNO1-20250121-1100AM-SMPL,20250124_202614852_iOS
1.446,--,--,,N2O_20250124_1240PM_COLNNO2-20250121-1100AM-SMPL,20250124_202921487_iOS
1.446,-,-,-,N2O_20250124_1240PM_COLNNO2-20250121-1100AM-SMPL,20250124_202921744_iOS
1.446,-,-,0,N20_20250124_1240PM_COLNNO3-20250121-1100AM-SMPL,20250124_203205917_iOS
1.446,--,--,--,N20_20250124_1240PM_CONNNO1-20250121-1100AM-SMPL,20250124_203455183_iOS
1.446,-,-,0,N20_20250124_1240PM_CONNNO2-20250121-1100AM-SMPL,20250124_203737028_iOS
1.446,-,-,-,N2_20250124_1240PM_CONNNO3-20250121-1100AM-SMPL,20250124_204017839_iOS
1.446, -, -, -, N2O_20250124_1240PM_COLNWO1-20250121-1100AM-SMPL,20250124_204323109_iOS
1.446,-,-,0,N2O_20250124_1248PM_COLNWO2-20250121-1100AM-SMPL,20250124_204603101_iOS
1.431,-,-,-,N2O_20250124_1240PM_COLNWO3-20250121-1100AM-SAMPL,20250124_204847133_iOS
1.431,1936.27527,0.00000142279,0.00275492,N20_20250124_1240PM_SALNNO1-20250121-1100AM-SMPL,20250124_205212117_iOS
1.43,1464.2157,0.00000142279,0.00208328,N20_20250124_1240PM_SALNNO2-20250121-1100AM-SMPL,20250124_205505085_iOS
1.429,53974.24,0.00000142279,0.0767941, N20_20250212_1240PM_SALNNO3-20250121-1100AM-SMPL,20250124_205757472_iOS
1.429,8998.49219,0.00000142279,0.0126607,N20_20250124_1240PM_SANNNO1-20250121-1100AM-SMPL,20250124_210044046_iOS
1.429,21658.8,0.00000142279,0.000816,N2O_20250124_1240PM_SANNNO2-20250121-1100AM-SMPL,20250124_210323883_iOS
1.425,19708.2,0.00000142279,0.080407,N2O_20250124_1240PM_SANNNO3-20250121-1100AM-SMPL,20250124_210601436_iOS
1.428,363.80322,0.00000142279,0.000517617,N2O_20250124_1240PM_SALNWO1-20250121-1100AM-SM,20250124_210844122_iOS
1.428,698.31586,0.00000142279,0.000993559,N2O_20250124_1240PM_SALNWO2-20250121-1100AM-SMPL,20250124_211126363_iOS
1.426,2874.18188,0.00000142279,0.00408937,N2O_20250124_1240PM_SALNWO3-20250121-1100AM-SMPL,20250124_211401577_iOS
1.426,1106.96741,0.00000142279,0.00157499,N2O_20250124_1240PM_SHLNNO1-20250121-1100AM-SAMPL,20250124_211648960_iOS
1.427,731.2973,0.00000142279,0.0014049,N2O_20250124_1240PM_SHLNNO2-20250121-1100AM-SAMPL,20250124_211929405_iOS
1.426,764.68115,0.00000142279,0.00108798,N2O_20250124_1240PM_SHLNNO3-20250121-1100AM-SAMPL,20250124_212220303_iOS
1.425,520.32758,0.00000142279,0.000740319,N2O_20250124_1240PM_SHNNNO1-20250121-1100AM-SMPL,20250124_212505663_iOS
1.426,1475.41614,0.00000142279,0.00289921,N2O_20250124_1240PM_SHNNNO2-20250121-1100AM-SMPL,20250124_212748010_iOS
1.428,564.52722,0.00000142279,0.000803206,N2O_20250124_1240PM_SHNNNO3-20250121-1100AM-SMPL,20250124_213026849_iOS
1.429,197.8158,0.00000142279,0.000281451,N2O_20250124_1240PM_SHLNWO1-20250121-1100AM-SMPL,20250124_213310709_iOS
1.426,349.39853,0.00000142279,0.000497122,N2O_20250124_1240PM_SHLNWO2-20250121-1100AM-SMPL,20250124_213549744_iOS
1.424,520.37488,0.00000142279,0.000740386,N2O_20250124_1240PM_SHLNWO3-20250121-1100AM-SMPL,20250124_213858132_iOS
1.425,1182.22095,0.00000142279,0.001682,N2O_20250124_1240PM_SSLNNO1-20250121-1100AM-SMPL,20250124_214147474_iOS
1.423,1627.72949,0.000001422796,0.00231592,N2O_20250124_1240PM_SSLNNO2-20250121-1100AM-SMPL,20250124_214439855_iOS
1.423,2457.58594,0.00000142279,0.00349664,N2O_20250124_1240PM_SSLNNO3-20250121-1100AM-SMPL,20250124_214720549_iOS
1.422,2457.58594,0.00000142279,0.00349664,N2O_20250124_1240PM_SSLNNO3-20250121-1100AM-SMPL,20250124_214721432_iOS
2.091,1282.65466,0.000001422796,0.00132495,N20_20250124_1240PM_SNNNO1-20250121-1100AM-SMPL,20250124_215005998_iOS
1.422,-,-,,N20_20250124_1240PM_SNNNO2-20250121-1100AM-SMPL,20250124_215257091_iOS
1.423,1694.09302,0.00000142279,0.00241034,N20_20250124_1240PM_SNNNO3-20250121-1100AM-SMPL,20250124_215532216_iOS
1.421,1671.0835,0.00000142279,0.00237761,N2O_20250124_1240PM_SSLNWO1-20250121-1100AM-SMPL,20250124_215814949_iOS
1.422,1781.62634,0.00000142279,0.00253489,N2O_20250124_1240PM_SSLNWO2-20250121-1100AM-SMPL,20250124_220052665_iOS
1.499,2107.8418,0.00000142279,0.00299902,N2O_20250124_1240PM_SSLNWO3-20250121-1100AM-SMPL,20250124_220337747_iOS
1.494,70622.66,0.000001422796,0.100481,CALIBRATION_PRE_N2020250127_1200PM,20250127_190515508_iOS
1.491,70509.9,0.00000143014,0.100839,CALIBRATION_POST_N2020250127_1200PM,20250127_190935451_iOS
1.491,67432.3,0.00000143014,0.0964374,N20_20250127_1200PM_100N200AR-CALCURVE,20250127_191212741_iOS
1.488,27931,0.00000143014,0.0399452, N2O_20250127_1200PM_40N2060AR-CALCURVE,20250127_191522417_iOS
1.488,16299.1,0.0143014,0.02331,N20_20250127_1200PM_25N2075AR-CALCURVE,20250127_191829412_iOS
1.486,5698.2876,0.00000143014,0.00814933,N20_20250127_1200PM_10N2090AR-CALCURVE,20250127_192159186_iOS
1.499,4085.08423,0.000001430146,0.00584223, N20_20250127_1200PM_5N2095AR-CALCURVE,20250127_192453033_iOS
1.499,-,-,-,N20_20250127_1200PM_0N20100AR-CALCURVE,20250127_192740908_iOS
1.499,-,-,-,N2O_20250121_1100AM-CTRL,20250127_193119977_iOS
1.499,-,-,,N2O_20250127_1200PM_COLNNO1-20250121-1100AM-SMPL,20250127_193431591_iOS
1.499, -, -,,N2O_20250127_1200PM_COLNNO2-20250121-1100AM-SMPL,20250127_193724300_iOS
1.499,-,-,,N2O_20250127_1200PM_COLNNO3-20250121-1100AM-SMPL,20250127_194015972_iOS
2.091,-,-,,N2O_20250127_1200PM_CONNNO1-20250121-1100AM-SMPL,20250127_194306140_iOS
1.499,-,-,,N2O_20250127_1200PM_CONNNO2-20250121-1100AM-SMPL,20250127_194639657_iOS
1.499,-,-,,N2O_20250127_1200PM_CONNNO3-20250121-1100AM-SMPL,20250127_194935168_iOS
1.499,-,-,,N20_20250127_1200PM_COLNWO1-20250121-1100AM-SMPL,20250127_195227677_iOS
1.499,-,-,,N20_20250127_1200PM_COLNWO2-20250121-1100AM-SMPL,20250127_195515297_iOS
1.472,-,-,,N2_20250127_1200PM_COLNWO3-20250121-1100AM-SAMPL,20250127_195802152_iOS
1.471,12689.3,0.00000143014,0.081474,N2O_20250127_1200PM_SALNN01-20250121-1100AM-SMPL,20250127_200105255_iOS
1.512,6821.42188,0.00000143014,0.0097557, N20_20250127_1200PM_SALNN02-20250121-1100AM-SMPL,20250127_200352241_iOS
1.507,70402.4,0.00000143014,0.100685,CALIBRATION_PRE_N2020250129_220PM,20250129_213231678_iOS
1.504,70343.5,0.00000143461,0.100916,CALIBRATION_POST_N2020250129_220PM,20250129_213543594_iOS
1.502,70053,0.00000143461,0.00495,N20_202502129_220PM100N200AR-CALCURVE,20250129_213833944_iOS
1.501,29000.1,0.00000143461,0.0416038,N2O_20250129_220PM_40N2060AR-CALCURVE,20250129_214129422_iOS
1.499,16304.9,0.00000143461,0.0233911,N20_20250129_220PM_25N2075AR-CALCURVE,20250129_214422110_iOS
1.497,5731.98438,0.00000143461,0.00822316,N20_20250129_220PM_10N2090AR-CALCURVE,20250129_214718437_iOS
1.512,4100.92676,0.00000143461,0.00588323, N20_20250129_220PM_5N2095AR-CALCURVE,20250129_215002870_iOS
1.512,-,-,-, N20_20250129_220PM_0N20100AR-CALCURVE,20250129_215246132_iOS
1.512,-,-,-, N20_20250129_220PM_C1-20250121-1100AM-CTRL,20250129_215550172_iOS
1.512, -, -,, N20_20250129_220PM_COLNNO1-20250121-1100AM-SMPL,20250129_215854471_iOS
1.512,-,-,,N2O_20250129_220PM_COLNNO2-20250121-1100AM-SMPL,20250129_220143407_iOS
1.512,-,-,,N20_20250129_228PM_COLNNO3-20250121-1100AM-SMPL,20250129_220430572_iOS
1.512,-,-,,N2O_20250129_220PM_CONNNO1-20250121-1100AM-SAMPL,20250129_220723965_iOS
1.512,-,-,,N2O_20250129_220PM_CONNNO2-20250121-1100AM-SAMPL,20250129_221012805_iOS
1.512,--,--,,N20_20250129_220PM_CONNNO3-20250121-1100AM-SAMPL,20250129_221352898_iOS
1.512,-,-,,N2O_20250129_220PM_COLNWO1-20250121-1100AM-SMPL,20250129_221649811_iOS
1.512,-,-,,N20_20250129_220PM_COLNWO2-20250121-1100AM-SMPL,20250129_221940647_iOS
1.484,-,-,,N20_20250129_228PM_COLNWO3-20250121-1100AM-SMPL,20250129_222228720_iOS
1.483,32944.64,0.000001434616,0.0472626,N2O_20250129_220PM_SALNNO1-20250121-1100AM-SMPL,20250129_222527061_iOS
1.482,60574.1,0.00000143461,0.0869002,N20_20250129_220PM_SALNNO2-20250121-1100AM-SMPL,20250129_222810973_iOS
1.482,543268,0.000001434616,0.779378,N20_20250129_220PM_SALNNO3-20250121-1100AM-SMPL,20250129_223058142_iOS
1.481,97040,0.00000143461,0.139215,N20_20250129_220PM_SANNNO1-20250121-1100AM-SMPL,20250129_223406593_iOS
1.48,105860,0.143461,0.151867,N20_20250129_220PM_SANNNO2-20250121-1100AM-SMPL,20250129_223659934_iOS
1.48,96851.4,0.00000143461,0.138944,N20_20250129_220PM_SANNNO3-20250121-1100AM-SMPL,20250129_224002476_iOS
1.479,23369.1,0.000001434616,0.0335255,N2O_20250129_220PM_SALNWO1-20250121-1100AM-SMPL,20250129_224309033_iOS
1.479,50910.4,0.00000143461,0.0730366,N20_20250129_220PM_SALNWO2-20250121-1100AM-SAMPL,20250129_224612263_iOS
1.478,86010.4,0.001434616,0.123391,N2O_20250129_220PM_SALNWO3-20250121-1100AM-SMPL,20250129_224854876_iOS
1.477,21535.6,0.00000143461,0.0308952,N2O_20250129_220PM_SHLNNO1-20250121-1100AM-SMPL,20250129_225158559_iOS
1.476,26558.7,0.00000143461,0.0381013,N2O_20250129_220PM_SHLNNO2-20250121-1100AM-SMPL,20250129_225445026_iOS
1.475,25430.74,0.00000143461,0.0364832,N2O_20250129_220PM_SHLNNO3-20250121-1100AM-SMPL,20250129_225735559_iOS
1.474,23846.5,0.00000143461,0.0342104,N20_20250129_220PM_SHNNNO1-20250121-1100AM-SMPL,20250129_230014922_iOS
1.475,22539.8,0.00000143461,323.358,N20_20250129_220PM_SHNNNO2-20250121-1100AM-SMPL,20250129_230253273_iOS
1.474,20447.2,0.000001434616,0.0293338,N20_20250129_220PM_SHNNNO3-20250121-1100AM-SMPL,20250129_230533536_iOS
1.473,10452.7,0.000001434616,1.4995,N20_20250129_220PM_SHLNWO1-20250121-1100AM-SMPL,20250129_230818397_iOS
1.472,19890.6,0.000001434616,0.028532,N20_20250129_220PM_SHLNWO2-20250121-1100AM-SMPL,20250129_231107040_iOS
1.473,28121.2,0.00000143461,0.0403429,N20_20250129_220PM_SHLNWO3-20250121-1100AM-SMPL,20250129_231350243_iOS
1.471,13397.4,0.00000143461,0.0192201,N2O_20250129_220PM_SSLNNO1-20250121-1100AM-SMPL,20250129_231634752_iOS
1.471,20204.7,0.00000143461,0.0289859,N2O_20250129_220PM_SSLNNO2-20250121-1100AM-SMPL,20250129_231913729_iOS
1.470 BB,33406.1,0.00000143461,0.0479248,N2O_20250129_220PM_SSLNNO3-20250121-1100AM-SMPL,20250129_232148287_iOS
1.47,20968.5,0.00000143461,0.0300816,N20_20250129_220PM_SNNNO1-20250121-1100AM-SMPL,20250129_232430596_iOS
1.469,31396.2,0.000001434616,0.0450414,N20_20250129_220PM_SNNNO2-20250121-1100AM-SMPL,20250129_232711991_iOS
1.47,23955.88,0.00000143461,0.0343715,N20_20250129_220PM_SNNNO3-20250121-1100AM-SMPL,20250129_232949373_iOS
1.468,22266,0.00000143461,0.0319431,N2O_20250129_220PM_SSLNWO1-20250121-1100AM-SMPL,20250129_233238456_iOS
1.468,20240.1,0.00000143461,0.029036,N2O_20250129_220PM_SSLNWO2-20250121-1100AM-SMPL,20250129_233520177_iOS
,23503.4,0.00000143461,0.0337182,N2O_20250129_220PM_SSLNWO3-20250121-1100AM-SMPL,20250129_233756666_iOS
